image_path,text,exists,group
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_001\16.jpg,"tiếp đến sự phồn vinh của đất nước, đến văn minh và hạnh phúc của nhân dân.",True,train_001
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\1.jpg,17 lao động trở về từ Malaysia vì không có việc làm. Tại Công ty,True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\2.jpg,"Thương mại xuất nhập khẩu Bình Phước, từ ngày 17 - 3 - 2004 đến",True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\3.jpg,nay đã có 17 lao động trở về từ Malaysia vì không có việc làm và,True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\4.jpg,vì công ty không thực hiện đúng hợp đồng như đã cam kết. Trong số,True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\5.jpg,"đó, một lao động phải đi về bằng đường bộ, vượt qua các cửa khẩu Thái",True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\6.jpg,"Lan, Campuchia, trở về VN sau cuộc hành trình gian khổ. Hợp đồng lao",True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\7.jpg,"động được thực hiện từ tháng 8 - 2003, thời hạn 36 tháng với loại công",True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\8.jpg,việc là công nhân xây dựng.,True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\9.jpg,"Tuy nhiên theo các lao động này, bảy tháng qua họ chỉ có việc làm ít ngày,",True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\10.jpg,"không có lương, bị chuyển nhượng, "" bán "" qua lại giữa nhiều nhà môi giới,",True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\11.jpg,"không được giải quyết khi bị tai nạn lao động, 6 / 17 người đã nếm mùi "" tù tội "".",True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\12.jpg,"Với tiền phí dịch vụ trên 1.000 USD / người, công ty cho biết đã chi nhiều",True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\13.jpg,khoản phí môi giới và chưa có hướng giải quyết cho số lao động này khi họ,True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_002\14.jpg,không có một đồng tiền lương nào trong những ngày vất vả nơi xứ lạ.,True,train_002
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\1.jpg,Góp ý dự thảo Nghị định hướng dẫn thi hành Luật đất đai : Hạn chế,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\2.jpg,"thái độ "" vô cảm "" với dân. "" Lần đầu tiên trong một nghị định, những",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\3.jpg,hành vi vi phạm kèm hình thức xử lý kỷ luật đối với người quản lý,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\4.jpg,"đã được qui định chi tiết, rõ ràng. Cách làm này sẽ góp phần hạn chế thái độ",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\5.jpg,", như lời Thủ tướng Phan Văn Khải là "" vô cảm "" của cán bộ quản lý nhà nước",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\6.jpg,trước người dân. Bộ trưởng Bộ Tài nguyên & môi trường Mai Ái Trực đã nhấn,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\7.jpg,mạnh như vậy tại hội nghị góp ý dự thảo nghị định hướng dẫn thi hành Luật,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\8.jpg,đất đai hôm qua 23 - 3.,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\9.jpg,"Ông Trực nói tiếp: Dân gặp tôi kêu quá trờI Muốn làm thủ tục này hết bao nhiêu, thủ",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\10.jpg,tục kia mất bao nhiêu đều có giá cả. Nay dự thảo nghị định nêu rất rõ anh nào,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\11.jpg,"""tự đặt ra các thủ tục ngoài qui định, gây phiền hà cho người dân"", ""từ chối hoặc",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\12.jpg,không thực hiện thủ tục hành chính mà theo qui định đã đủ điều kiện để thực,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\13.jpg,"hiện"", anh đó sẽ bị cảnh cáo hoặc hạ bậc lương... Văn phòng đăng ký quyền",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\14.jpg,sử dụng đất : nên mấy loạI?,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\15.jpg,Thứ trưởng Bộ Tài nguyên & môi trường Đặng Hùng Võ cho biết dự thảo nghị định,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\16.jpg,đã thiết kế văn phòng đăng ký quyền sử dụng đất ở hai cấp: thuộc sở và thuộc phòng,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\17.jpg,tài nguyên & môi trường (cấp tỉnh và huyện). Văn phòng này có chức năng tổ chức,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\18.jpg,"thực hiện đăng ký sử dụng đất, quản lý hồ sơ địa chính và thực hiện thủ tục hành",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\19.jpg,"chính trong quản lý, sử dụng đất theo cơ chế "" một cửa"". Nhưng trong đó",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\20.jpg,"chỉ duy nhất ""cửa"" ở cấp tỉnh được lập, chỉnh lý và quản lý hồ sơ",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\21.jpg,"địa chính gốc, còn ""cửa"" ở cấp huyện chỉ giữ các bản sao.",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\22.jpg,"Các đồng chí ở sở phát biểu thì không muốn thành lập dưới huyện, nhưng khi các đồng",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\23.jpg,chí ở huyện phát biểu thì lại bảo phải đẩy mạnh cho huyện vì chỗ chúng tôi mới,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\24.jpg,"nhiều việc ""- Thứ trưởng Võ nói ngay. Ông Võ lý giải: nếu chỉ đặt văn phòng",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\25.jpg,"ở cấp tỉnh, văn phòng này sẽ thực hiện luôn việc đăng ký quyền sử dụng đất đối",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\26.jpg,với trường hợp thuộc thẩm quyền quyết định của UBND cấp huyện là,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\27.jpg,"không ổn. ""Văn phòng đăng ký quyền sử dụng đất không phải là một bộ phận",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\28.jpg,"hành chính mà là một tổ chức sự nghiệp"".",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\29.jpg,"Bằng các hoạt động, dịch vụ của mình, tự nó sẽ nuôi nó. Nhân lực không nằm",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\30.jpg,"trong biên chế được duyệt. ""Đừng ngại"" - Thứ trưởng Võ trấn an. "" Thỏa thuận """,True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_003\31.jpg,"hay không "" thỏa thuận ""?",True,train_003
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\1.jpg,"Chủ tịch UBND TP.HCM Lê Thanh Hải : Mỗi ngày, mỗi tháng đều phải "" an toàn giao thông "". Tai nạn",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\2.jpg,"giao thông, chết người mà đưa ra chỉ tiêu thì nghe xót xa quá, nhưng nếu không đưa ra",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\3.jpg,"chỉ tiêu phấn đấu tình trạng sẽ không tiến triển tốt. Trong năm 2004, ít nhất phải giảm cho",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\4.jpg,"được 40% cả về người chết lẫn số vụ tai nạn giao thông và các điểm ùn tắc "" - Chủ tịch",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\5.jpg,UBND TP.HCM Lê Thanh Hải nhấn mạnh như vậy trong cuộc họp với Ban An toàn,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\6.jpg,giao thông TP sáng 23 - 3.,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\7.jpg,"Theo ông Hải, đây là vấn đề bức xúc của TP. Để làm được như mục tiêu đề ra, không",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\8.jpg,phải đợi đến tháng an toàn giao thông (tháng 9 hằng năm) mới hành động mà TP phải,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\9.jpg,"xem mỗi tháng, mỗi ngày đều là "" an toàn giao thông "". Hiện bình quân mỗi ngày trên địa",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\10.jpg,"bàn TP có ba người chết do tai nạn giao thông, một năm khoảng 1.000 người, chiếm",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\11.jpg,"khoảng 10% số người thiệt mạng do tai nạn giao thông trong cả nước, tỉ lệ này còn rất",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\12.jpg,cao.,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\13.jpg,"Chủ tịch UBND TP chỉ đạo Sở GTCC, trước 30 - 4 - 2004 phải làm xong dải phân cách ở",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\14.jpg,các tuyến cửa ngõ ra vào TP; đẩy nhanh tiến độ thi công các dự án xa lộ song hành,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\15.jpg,"Hà Nội, Trường Chinh, quốc lộ 13. Ông Hải đề nghị Công an TP nên đấu thầu, giao",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\16.jpg,"tư nhân giữ xe vi phạm giao thông (theo Công an TP, mỗi ngày khoảng 100",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\17.jpg,"chiếc), người vi phạm sẽ đóng tiền cho các chủ bãi xe này. Như vậy, người",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\18.jpg,vi phạm đỡ lo xe bị hư mà lực lượng công an cũng không phải mất sức.,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\19.jpg,"Mặt khác, có thể xem xét khuyến khích các hộ dân có mặt bằng ở các khu trung tâm",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\20.jpg,"làm bãi giữ xe với những chính sách ưu đãi như giảm thuế, hạn chế tình trạng các",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\21.jpg,"đơn vị kinh doanh, công ty để xe máy lấn chiếm lề đường, mất trật tự. Theo ông",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\22.jpg,"Hải, có rất nhiều giải pháp được đưa ra để giảm tai nạn giao thông, trong đó có",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\23.jpg,"những giải pháp không tốn tiền, chỉ cần điều chỉnh cho phù hợp. Vấn đề quan trọng",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\24.jpg,"là làm sao để "" tiêu hóa "" các giải pháp này trên thực tế, không thể đưa ra",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\25.jpg,"10 nhưng chỉ thực hiện có 1, 2.",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\26.jpg,"Băn khoăn về thực trạng tai nạn giao thông có chiều hướng tăng trở lại, Phó chủ tịch",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\27.jpg,UBND TP Nguyễn Văn Đua cho biết quí 1 - 2004 tai nạn giao thông tăng hơn quí 4 - 2003.,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\28.jpg,Riêng số tiền xử phạt vi phạm giao thông trong năm 2003 là 100 tỉ đồng thì quí 1 - 2004,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\29.jpg,"chỉ có 10 tỉ đồng. Liệu có tình trạng lơi lỏng, chủ quan trong xử phạt sau Sea",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\30.jpg,"Games 22? Ông Đua đề nghị nên xác định trách nhiệm đối với những cán bộ,",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\31.jpg,cảnh sát giao thông để xảy ra nhiều vụ tai nạn giao thông trên địa bàn mình,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\32.jpg,phụ trách; xây dựng lộ trình thay thế dần 701 xe Daihatsu đã được cải tạo,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\33.jpg,thành xe chở khách vì đây cũng là hiểm họa về tai nạn giao thông.,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\34.jpg,"Đối với những đơn vị kinh doanh để xe lấn chiếm lòng lề đường, sau ba lần vi",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\35.jpg,phạm phải cương quyết rút giấy phép kinh doanh. Các ngành liên quan khi cấp phép,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\36.jpg,kinh doanh nên xem địa điểm đậu xe là một trong những điều kiện bắt buộc. Trước,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\37.jpg,"ý kiến cho rằng thời gian gần đây nhiều tài xế taxi do tranh thủ thời gian,",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\38.jpg,giành khách nên chạy ẩu thì ông Đua đề nghị Công an TP ngay trong tuần này tăng,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\39.jpg,"cường kiểm tra, xử phạt, nếu cần thiết xác định trách nhiệm của các đơn vị",True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_004\40.jpg,chủ quản.,True,train_004
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\1.jpg,"Cũng may là toàn trại hôm đó chỉ có 33 người, thoát chết được 14",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\2.jpg,"người, trong đó có bốn người bị thương. Công ty chúng tôi toàn người",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\3.jpg,"tỉnh Ninh Bình, đông nhất là ở hai huyện Nho Quan, Kim Sơn. Anh",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\4.jpg,Nguyễn Văn Niên - người thoát chết trong gang tấc - vẫn chưa hết bàng,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\5.jpg,"hoàng kể lại : "" Lúc đó khoảng 23 g 30, đa số anh em còn thức vì một",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\6.jpg,"số vừa xem tivi ở trại bên về, một số vừa sửa lại mái trại bị dột vì",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\7.jpg,mưa quá lớn.,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\8.jpg,"Bỗng những tiếng ầm ầm từ phía bên trên trại vang lên, tôi cùng anh em",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\9.jpg,"vùng dậy. Lũ ống xuất hiện, kèm theo lở núi đổ ào xuống trại. Tôi và",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\10.jpg,"một số anh em liền chạy thẳng ra phía trước, bị lũ đẩy chúi xuống, cố",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\11.jpg,gượng dậy được. Chỉ một phút sau tôi đã nhận ra cả trại bị cuốn,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\12.jpg,"trôi và vùi lấp... "". Bãi dựng trại rộng chừng 1 ha nay đã gần như",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\13.jpg,"một đầm lầy với khoảng 10.000 khối đất đá, không kể ngổn ngang",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\14.jpg,những cây rừng lớn nhỏ.,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\15.jpg,Khủng khiếp nhất là lượng đất đá này đã trôi trượt trên một đoạn,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\16.jpg,"dài chừng 600 m, trong đó mái trại "" định mệnh "" này đã bị đẩy đi",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\17.jpg,"gần 200 m! Không một tiếng kêu gào, trong cơn mưa như trút nước",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\18.jpg,thảm kịch xảy ra trong tích tắc. Sau tiếng ầm ào khiếp đảm đó,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\19.jpg,những công nhân ở các trại bên liền đến đổ xô vào việc tiếp cứu,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\20.jpg,"bốn người bị thương, rồi cùng 10 người còn lại bới đào tìm thi thể",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\21.jpg,những người bất hạnh.,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\22.jpg,Từ 12 g khuya 13 đến rạng sáng 14 họ đã tìm được xác 19 người.,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\23.jpg,Đau lòng lắm nhưng rồi mình cũng phải ráng. Toàn là người,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\24.jpg,"cùng quê, cùng vì áo cơm cuộc sống mà đem thân đến đây... "", anh",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\25.jpg,Niên ngậm ngùi nói. Bác sĩ pháp y Nguyễn Liêm - người phụ trách,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\26.jpg,"phẫu thuật giám định - cũng không cầm được xúc động : "" Dù có",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\27.jpg,"một số người bị chấn thương, nhưng tất cả họ đều bị chết ngạt.",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\28.jpg,"Họ đều còn rất trẻ... "".",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\29.jpg,"Tôi giở bản danh sách mà ông Quyền trao ra xem, thì ra trong số 19",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\30.jpg,"người, chỉ trừ đội trưởng Võ Văn Chiến ở tuổi 47, bảo vệ Hoàng",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\31.jpg,"Văn Định ở tuổi 35, số còn lại đều ở độ tuổi 21 - 25. Bóng tối",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\32.jpg,"dần buông xuống "" thung lũng vàng "", mái lều vĩnh biệt của",True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\33.jpg,những người đào vàng bất hạnh phần phật trước ngọn gió từ hướng,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\34.jpg,rừng thổi tới nghe thật não nùng nhưng những người khâm liệm vẫn,True,train_005
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_005\35.jpg,"tiếp tục công việc, công nhân đào vàng của Công ty Trường Sơn vẫn",True,train_005
